group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
postgres,deadpool,pool=04 worker=64,,,34965480.0,ns,3
postgres,deadpool,pool=04 worker=64,,,33242203.0,ns,3
postgres,deadpool,pool=04 worker=64,,,33827129.0,ns,3
postgres,deadpool,pool=04 worker=64,,,32250458.0,ns,3
postgres,deadpool,pool=04 worker=64,,,46083283.0,ns,3
postgres,deadpool,pool=04 worker=64,,,33960635.0,ns,3
postgres,deadpool,pool=04 worker=64,,,33921234.0,ns,3
postgres,deadpool,pool=04 worker=64,,,37609001.0,ns,3
postgres,deadpool,pool=04 worker=64,,,33886732.0,ns,3
postgres,deadpool,pool=04 worker=64,,,39141369.0,ns,3
postgres,deadpool,pool=04 worker=64,,,34572363.0,ns,3
postgres,deadpool,pool=04 worker=64,,,31769936.0,ns,3
postgres,deadpool,pool=04 worker=64,,,36128133.0,ns,3
postgres,deadpool,pool=04 worker=64,,,34514460.0,ns,3
postgres,deadpool,pool=04 worker=64,,,39110668.0,ns,3
postgres,deadpool,pool=04 worker=64,,,33386509.0,ns,3
postgres,deadpool,pool=04 worker=64,,,35173490.0,ns,3
postgres,deadpool,pool=04 worker=64,,,30291069.0,ns,3
postgres,deadpool,pool=04 worker=64,,,33941234.0,ns,3
postgres,deadpool,pool=04 worker=64,,,35596709.0,ns,3
postgres,deadpool,pool=04 worker=64,,,42077702.0,ns,3
postgres,deadpool,pool=04 worker=64,,,37439693.0,ns,3
postgres,deadpool,pool=04 worker=64,,,36367044.0,ns,3
postgres,deadpool,pool=04 worker=64,,,32296760.0,ns,3
postgres,deadpool,pool=04 worker=64,,,36469949.0,ns,3
postgres,deadpool,pool=04 worker=64,,,33509614.0,ns,3
postgres,deadpool,pool=04 worker=64,,,35797919.0,ns,3
postgres,deadpool,pool=04 worker=64,,,35499604.0,ns,3
postgres,deadpool,pool=04 worker=64,,,36753961.0,ns,3
postgres,deadpool,pool=04 worker=64,,,36053930.0,ns,3
postgres,deadpool,pool=04 worker=64,,,35874221.0,ns,3
postgres,deadpool,pool=04 worker=64,,,37007773.0,ns,3
postgres,deadpool,pool=04 worker=64,,,40930750.0,ns,3
postgres,deadpool,pool=04 worker=64,,,38298932.0,ns,3
postgres,deadpool,pool=04 worker=64,,,36605055.0,ns,3
postgres,deadpool,pool=04 worker=64,,,37533597.0,ns,3
postgres,deadpool,pool=04 worker=64,,,36708959.0,ns,3
postgres,deadpool,pool=04 worker=64,,,35069185.0,ns,3
postgres,deadpool,pool=04 worker=64,,,36305241.0,ns,3
postgres,deadpool,pool=04 worker=64,,,36303641.0,ns,3
postgres,deadpool,pool=04 worker=64,,,34734270.0,ns,3
postgres,deadpool,pool=04 worker=64,,,35230992.0,ns,3
postgres,deadpool,pool=04 worker=64,,,37667803.0,ns,3
