group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
postgres,mobc,pool=04 worker=04,,,47043615.0,ns,3
postgres,mobc,pool=04 worker=04,,,44979782.0,ns,3
postgres,mobc,pool=04 worker=04,,,47086318.0,ns,3
postgres,mobc,pool=04 worker=04,,,45478115.0,ns,3
postgres,mobc,pool=04 worker=04,,,34549814.0,ns,3
postgres,mobc,pool=04 worker=04,,,46077953.0,ns,3
postgres,mobc,pool=04 worker=04,,,43993719.0,ns,3
postgres,mobc,pool=04 worker=04,,,45933744.0,ns,3
postgres,mobc,pool=04 worker=04,,,44636060.0,ns,3
postgres,mobc,pool=04 worker=04,,,46254765.0,ns,3
postgres,mobc,pool=04 worker=04,,,45196697.0,ns,3
postgres,mobc,pool=04 worker=04,,,45237799.0,ns,3
postgres,mobc,pool=04 worker=04,,,46946709.0,ns,3
postgres,mobc,pool=04 worker=04,,,48275194.0,ns,3
postgres,mobc,pool=04 worker=04,,,31431514.0,ns,3
postgres,mobc,pool=04 worker=04,,,45898341.0,ns,3
postgres,mobc,pool=04 worker=04,,,50865560.0,ns,3
postgres,mobc,pool=04 worker=04,,,46244963.0,ns,3
postgres,mobc,pool=04 worker=04,,,60168456.0,ns,3
postgres,mobc,pool=04 worker=04,,,57833806.0,ns,3
postgres,mobc,pool=04 worker=04,,,44041823.0,ns,3
postgres,mobc,pool=04 worker=04,,,52176644.0,ns,3
postgres,mobc,pool=04 worker=04,,,46268966.0,ns,3
postgres,mobc,pool=04 worker=04,,,43487987.0,ns,3
postgres,mobc,pool=04 worker=04,,,45672127.0,ns,3
postgres,mobc,pool=04 worker=04,,,46781298.0,ns,3
postgres,mobc,pool=04 worker=04,,,57448379.0,ns,3
postgres,mobc,pool=04 worker=04,,,30788470.0,ns,3
postgres,mobc,pool=04 worker=04,,,45502011.0,ns,3
postgres,mobc,pool=04 worker=04,,,46942103.0,ns,3
postgres,mobc,pool=04 worker=04,,,43014052.0,ns,3
postgres,mobc,pool=04 worker=04,,,32409773.0,ns,3
postgres,mobc,pool=04 worker=04,,,45688524.0,ns,3
postgres,mobc,pool=04 worker=04,,,45860735.0,ns,3
postgres,mobc,pool=04 worker=04,,,45285398.0,ns,3
postgres,mobc,pool=04 worker=04,,,46155053.0,ns,3
postgres,mobc,pool=04 worker=04,,,44334937.0,ns,3
postgres,mobc,pool=04 worker=04,,,32278365.0,ns,3
postgres,mobc,pool=04 worker=04,,,45703725.0,ns,3
postgres,mobc,pool=04 worker=04,,,53248307.0,ns,3
postgres,mobc,pool=04 worker=04,,,45270897.0,ns,3
postgres,mobc,pool=04 worker=04,,,48734118.0,ns,3
postgres,mobc,pool=04 worker=04,,,46886200.0,ns,3
postgres,mobc,pool=04 worker=04,,,49096141.0,ns,3
