group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
postgres,r2d2,pool=04 worker=16,,,31907253.0,ns,7
postgres,r2d2,pool=04 worker=16,,,31620050.0,ns,7
postgres,r2d2,pool=04 worker=16,,,30964640.0,ns,7
postgres,r2d2,pool=04 worker=16,,,31457847.0,ns,7
postgres,r2d2,pool=04 worker=16,,,30780837.0,ns,7
postgres,r2d2,pool=04 worker=16,,,32430561.0,ns,7
postgres,r2d2,pool=04 worker=16,,,30795438.0,ns,7
postgres,r2d2,pool=04 worker=16,,,32142357.0,ns,7
postgres,r2d2,pool=04 worker=16,,,30594835.0,ns,7
postgres,r2d2,pool=04 worker=16,,,32602863.0,ns,7
postgres,r2d2,pool=04 worker=16,,,31299245.0,ns,7
postgres,r2d2,pool=04 worker=16,,,31214943.0,ns,7
postgres,r2d2,pool=04 worker=16,,,30789837.0,ns,7
postgres,r2d2,pool=04 worker=16,,,31359245.0,ns,7
postgres,r2d2,pool=04 worker=16,,,30452633.0,ns,7
postgres,r2d2,pool=04 worker=16,,,31734551.0,ns,7
postgres,r2d2,pool=04 worker=16,,,29252016.0,ns,7
postgres,r2d2,pool=04 worker=16,,,32019755.0,ns,7
postgres,r2d2,pool=04 worker=16,,,30006327.0,ns,7
postgres,r2d2,pool=04 worker=16,,,31644449.0,ns,7
postgres,r2d2,pool=04 worker=16,,,29867925.0,ns,7
postgres,r2d2,pool=04 worker=16,,,31355946.0,ns,7
postgres,r2d2,pool=04 worker=16,,,30150029.0,ns,7
postgres,r2d2,pool=04 worker=16,,,30691436.0,ns,7
postgres,r2d2,pool=04 worker=16,,,30501834.0,ns,7
