group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
core,bb8,pool=16 worker=16,,,5778149.0,ns,2
core,bb8,pool=16 worker=16,,,11516698.0,ns,4
core,bb8,pool=16 worker=16,,,17279446.0,ns,6
core,bb8,pool=16 worker=16,,,23090897.0,ns,8
core,bb8,pool=16 worker=16,,,28915747.0,ns,10
core,bb8,pool=16 worker=16,,,34645895.0,ns,12
core,bb8,pool=16 worker=16,,,40502547.0,ns,14
core,bb8,pool=16 worker=16,,,46471601.0,ns,16
core,bb8,pool=16 worker=16,,,51862340.0,ns,18
core,bb8,pool=16 worker=16,,,59584340.0,ns,20
core,bb8,pool=16 worker=16,,,64173458.0,ns,22
core,bb8,pool=16 worker=16,,,69541397.0,ns,24
core,bb8,pool=16 worker=16,,,76216669.0,ns,26
core,bb8,pool=16 worker=16,,,80984693.0,ns,28
core,bb8,pool=16 worker=16,,,86904545.0,ns,30
core,bb8,pool=16 worker=16,,,92625993.0,ns,32
core,bb8,pool=16 worker=16,,,99726077.0,ns,34
core,bb8,pool=16 worker=16,,,104218993.0,ns,36
core,bb8,pool=16 worker=16,,,110195347.0,ns,38
core,bb8,pool=16 worker=16,,,115999498.0,ns,40
core,bb8,pool=16 worker=16,,,122012453.0,ns,42
core,bb8,pool=16 worker=16,,,127846803.0,ns,44
core,bb8,pool=16 worker=16,,,133392147.0,ns,46
core,bb8,pool=16 worker=16,,,139511105.0,ns,48
core,bb8,pool=16 worker=16,,,145035948.0,ns,50
