group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
postgres,qp,pool=16 worker=16,,,6359803.0,ns,1
postgres,qp,pool=16 worker=16,,,3604415.0,ns,1
postgres,qp,pool=16 worker=16,,,5772684.0,ns,1
postgres,qp,pool=16 worker=16,,,3842622.0,ns,1
postgres,qp,pool=16 worker=16,,,3798422.0,ns,1
postgres,qp,pool=16 worker=16,,,4744551.0,ns,1
postgres,qp,pool=16 worker=16,,,3482250.0,ns,1
postgres,qp,pool=16 worker=16,,,3511048.0,ns,1
postgres,qp,pool=16 worker=16,,,3904520.0,ns,1
postgres,qp,pool=16 worker=16,,,4081408.0,ns,1
postgres,qp,pool=16 worker=16,,,5350016.0,ns,1
postgres,qp,pool=16 worker=16,,,3932418.0,ns,1
postgres,qp,pool=16 worker=16,,,3626540.0,ns,1
postgres,qp,pool=16 worker=16,,,10115870.0,ns,1
postgres,qp,pool=16 worker=16,,,3297888.0,ns,1
postgres,qp,pool=16 worker=16,,,4191912.0,ns,1
postgres,qp,pool=16 worker=16,,,4668725.0,ns,1
postgres,qp,pool=16 worker=16,,,3541694.0,ns,1
postgres,qp,pool=16 worker=16,,,4234013.0,ns,1
postgres,qp,pool=16 worker=16,,,3769600.0,ns,1
postgres,qp,pool=16 worker=16,,,3863203.0,ns,1
postgres,qp,pool=16 worker=16,,,3876904.0,ns,1
postgres,qp,pool=16 worker=16,,,3701798.0,ns,1
postgres,qp,pool=16 worker=16,,,3491693.0,ns,1
postgres,qp,pool=16 worker=16,,,4518720.0,ns,1
