group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
core,deadpool,pool=04 worker=04,,,1182014.0,ns,1
core,deadpool,pool=04 worker=04,,,2419429.0,ns,2
core,deadpool,pool=04 worker=04,,,3538642.0,ns,3
core,deadpool,pool=04 worker=04,,,4685855.0,ns,4
core,deadpool,pool=04 worker=04,,,5862569.0,ns,5
core,deadpool,pool=04 worker=04,,,7059483.0,ns,6
core,deadpool,pool=04 worker=04,,,8714203.0,ns,7
core,deadpool,pool=04 worker=04,,,8246197.0,ns,8
core,deadpool,pool=04 worker=04,,,10982529.0,ns,9
core,deadpool,pool=04 worker=04,,,11997441.0,ns,10
core,deadpool,pool=04 worker=04,,,13204555.0,ns,11
core,deadpool,pool=04 worker=04,,,14416670.0,ns,12
core,deadpool,pool=04 worker=04,,,15535583.0,ns,13
core,deadpool,pool=04 worker=04,,,16433693.0,ns,14
core,deadpool,pool=04 worker=04,,,17140201.0,ns,15
core,deadpool,pool=04 worker=04,,,20588942.0,ns,16
core,deadpool,pool=04 worker=04,,,22080560.0,ns,17
core,deadpool,pool=04 worker=04,,,22281263.0,ns,18
core,deadpool,pool=04 worker=04,,,22664066.0,ns,19
core,deadpool,pool=04 worker=04,,,23540877.0,ns,20
core,deadpool,pool=04 worker=04,,,29073742.0,ns,21
core,deadpool,pool=04 worker=04,,,24838792.0,ns,22
core,deadpool,pool=04 worker=04,,,27210821.0,ns,23
core,deadpool,pool=04 worker=04,,,29535148.0,ns,24
core,deadpool,pool=04 worker=04,,,29028342.0,ns,25
core,deadpool,pool=04 worker=04,,,31030165.0,ns,26
core,deadpool,pool=04 worker=04,,,30854463.0,ns,27
core,deadpool,pool=04 worker=04,,,32859787.0,ns,28
core,deadpool,pool=04 worker=04,,,35037612.0,ns,29
core,deadpool,pool=04 worker=04,,,36106826.0,ns,30
core,deadpool,pool=04 worker=04,,,36716132.0,ns,31
core,deadpool,pool=04 worker=04,,,38379352.0,ns,32
core,deadpool,pool=04 worker=04,,,39417965.0,ns,33
core,deadpool,pool=04 worker=04,,,40287374.0,ns,34
core,deadpool,pool=04 worker=04,,,45279333.0,ns,35
core,deadpool,pool=04 worker=04,,,43750615.0,ns,36
core,deadpool,pool=04 worker=04,,,44004018.0,ns,37
core,deadpool,pool=04 worker=04,,,43569613.0,ns,38
core,deadpool,pool=04 worker=04,,,47103255.0,ns,39
core,deadpool,pool=04 worker=04,,,49114779.0,ns,40
core,deadpool,pool=04 worker=04,,,48904176.0,ns,41
core,deadpool,pool=04 worker=04,,,50024989.0,ns,42
core,deadpool,pool=04 worker=04,,,51276803.0,ns,43
core,deadpool,pool=04 worker=04,,,52797021.0,ns,44
core,deadpool,pool=04 worker=04,,,53508330.0,ns,45
core,deadpool,pool=04 worker=04,,,55161549.0,ns,46
core,deadpool,pool=04 worker=04,,,57236674.0,ns,47
core,deadpool,pool=04 worker=04,,,56765668.0,ns,48
core,deadpool,pool=04 worker=04,,,58167585.0,ns,49
core,deadpool,pool=04 worker=04,,,65001665.0,ns,50
